title,property_type,location,price,bedrooms,bathrooms,toilets,added_date,updated_date,city,price_per_bedroom,price_category,month_posted,property_category
land for sale,land,"glover road, lekki, lagos",,,,,2025-11-11,12 Nov 2025,Lagos,,,2025-11,land
land for sale,land,"ori-oke, ogudu, lagos",45000000.0,,,,2025-11-11,12 Nov 2025,Lagos,,Mid,2025-11,land
land for sale,land,"glover road, ikoyi, lagos",6783000000.0,,,,2025-11-11,12 Nov 2025,Lagos,,High,2025-11,land
residential land for sale,residential land,"block 75, plot 13, lekki phase 2, lekki, lagos",130000000.0,,,,2025-11-11,11 Nov 2025,Lagos,,High,2025-11,land
8 bedroom detached duplex for sale,detached duplex,"main, asokoro district, abuja",3000000000.0,8.0,8.0,9.0,2025-11-07,12 Nov 2025,Abuja,375000000.0,High,2025-11,detached duplex
3 bedroom house for sale,house,"idera, lekki, lagos",91000000.0,3.0,,4.0,2025-11-11,11 Nov 2025,Lagos,30333333.333333332,High,2025-11,house
5 bedroom detached duplex for sale,detached duplex,"hampton bay by cowrie creek, ikate, lekki, lagos",800000000.0,5.0,5.0,6.0,2025-11-06,10 Nov 2025,Lagos,160000000.0,High,2025-11,detached duplex
tank farm for sale,tank farm,"ijegun waterside, ojo, lagos",3500000000.0,,150.0,100.0,2025-11-11,12 Nov 2025,Lagos,,High,2025-11,tank farm
commercial land for sale,commercial land,"peace farm and resort, obafemi owode, ogun",2700000.0,,,,2025-11-11,11 Nov 2025,Ogun,,Low,2025-11,commercial land
8 bedroom detached duplex for sale,detached duplex,"asokoro district, abuja",5000000000.0,8.0,10.0,10.0,2025-11-11,11 Nov 2025,Abuja,625000000.0,High,2025-11,detached duplex
mixed-use land for sale,mixed-use land,"moniya, ibadan, oyo",900000.0,,,,2025-11-11,11 Nov 2025,Oyo,,Low,2025-11,mixed-use land
117 bedroom hotel / guest house for sale,hotel / guest house,"assibifi road, ikeja, lagos",20000000000.0,117.0,117.0,117.0,2025-11-11,11 Nov 2025,Lagos,170940170.94017094,High,2025-11,hotel / guest house
7 bedroom detached duplex for sale,detached duplex,"gwarinpa, abuja",700000000.0,7.0,8.0,8.0,2025-11-11,11 Nov 2025,Abuja,100000000.0,High,2025-11,detached duplex
commercial land for sale,commercial land,"egbedore, osun",300000000.0,,,,2025-11-11,11 Nov 2025,Osun,,High,2025-11,commercial land
5 bedroom house for sale,house,"isheri road, ijegun, ikotun, lagos",80000000.0,5.0,5.0,5.0,2025-11-11,11 Nov 2025,Lagos,16000000.0,High,2025-11,house
5 bedroom house for sale,house,"osapa, lekki, lagos",310000000.0,5.0,5.0,6.0,2025-05-07,04 Sep 2025,Lagos,62000000.0,High,2025-05,house
4 bedroom semi-detached duplex for sale,semi-detached duplex,"ire akari, isolo, lagos",180000000.0,4.0,4.0,5.0,2025-11-11,11 Nov 2025,Lagos,45000000.0,High,2025-11,semi detached duplex
4 bedroom detached duplex for sale,detached duplex,"lekki, lagos",420000000.0,4.0,4.0,5.0,2025-11-11,12 Nov 2025,Lagos,105000000.0,High,2025-11,detached duplex
residential land for sale,residential land,"golf estate road, lakowe, ibeju lekki, lagos",750000000.0,,,,2025-11-11,11 Nov 2025,Lagos,,High,2025-11,land
4 bedroom semi-detached duplex for sale,semi-detached duplex,"69rd gwarimpa main, gwarinpa, abuja",450000000.0,4.0,5.0,5.0,2025-11-11,11 Nov 2025,Abuja,112500000.0,High,2025-11,semi detached duplex
4 bedroom detached duplex for sale,detached duplex,"gra, isheri north, lagos",200000000.0,4.0,,,2025-11-11,12 Nov 2025,Lagos,50000000.0,High,2025-11,detached duplex
5 bedroom terraced duplex for sale,terraced duplex,"oniru, victoria island (vi), lagos",850000000.0,5.0,5.0,6.0,2025-11-11,11 Nov 2025,Lagos,170000000.0,High,2025-11,terraced duplex
commercial land for sale,commercial land,"opposite access bank by second round about, akowonjo, alimosho, lagos",500000000.0,,,,2025-11-11,12 Nov 2025,Lagos,,High,2025-11,commercial land
4 bedroom detached duplex for sale,detached duplex,"royal gardens estate, ajah, lagos",500000000.0,4.0,4.0,5.0,2025-11-11,11 Nov 2025,Lagos,125000000.0,High,2025-11,detached duplex
4 bedroom house for sale,house,"victoria island (vi), lagos",2265000000.0,4.0,4.0,5.0,2025-09-08,29 Oct 2025,Lagos,566250000.0,High,2025-09,house
residential land for sale,residential land,"wuye estate plot, wuye, abuja",130000000.0,,,,2025-11-11,11 Nov 2025,Abuja,,High,2025-11,land
3 bedroom house for sale,house,"lekki phase 1, lekki, lagos",600000000.0,3.0,3.0,4.0,2025-10-14,29 Oct 2025,Lagos,200000000.0,High,2025-10,house
residential land for sale,residential land,"cameron road, ikoyi, lagos",3500000000.0,,,,2025-10-24,11 Nov 2025,Lagos,,High,2025-10,land
mixed-use land for sale,mixed-use land,"maitama 2, maitama district, abuja",1500000000.0,,,,2025-11-11,11 Nov 2025,Abuja,,High,2025-11,mixed-use land
block of flats for sale,block of flats,"ojota, lagos",200000000.0,,,,2025-11-11,12 Nov 2025,Lagos,,High,2025-11,block of flats
4 bedroom semi-detached duplex for sale,semi-detached duplex,"2nd toll gate, lekki, lagos",180000000.0,4.0,4.0,4.0,2025-11-11,11 Nov 2025,Lagos,45000000.0,High,2025-11,semi detached duplex
25 bedroom detached duplex for sale,detached duplex,"utako, abuja",4500000000.0,25.0,40.0,40.0,2025-11-11,11 Nov 2025,Abuja,180000000.0,High,2025-11,detached duplex
1 bedroom flat / apartment for sale,flat / apartment,"ikate, lekki, lagos",4500000.0,1.0,1.0,1.0,2025-11-11,11 Nov 2025,Lagos,4500000.0,Low,2025-11,flat/apartment
3 bedroom detached bungalow for sale,detached bungalow,"proximity to the main road, mowe town, ogun",50000000.0,3.0,4.0,4.0,2025-11-11,11 Nov 2025,Ogun,16666666.666666666,High,2025-11,bungalow
3 bedroom flat / apartment for sale,flat / apartment,"kaura, abuja",80000000.0,3.0,3.0,4.0,2025-11-11,11 Nov 2025,Abuja,26666666.666666668,High,2025-11,flat/apartment
4 bedroom detached duplex for sale,detached duplex,"allen, ikeja, lagos",480000000.0,4.0,,4.0,2025-11-11,12 Nov 2025,Lagos,120000000.0,High,2025-11,detached duplex
factory for sale,factory,"jikowyi, karu, abuja",5000000000.0,,80.0,80.0,2025-11-11,12 Nov 2025,Abuja,,High,2025-11,factory
2 bedroom detached bungalow for sale,detached bungalow,"greater taf city, port harcourt, rivers",55000000.0,2.0,3.0,3.0,2025-11-11,12 Nov 2025,Port Harcourt,27500000.0,High,2025-11,bungalow
4 bedroom terraced duplex for sale,terraced duplex,"naples estate, micheal ajao street, voera estate, berger, arepo, ogun",150000000.0,4.0,4.0,5.0,2025-10-03,05 Nov 2025,Ogun,37500000.0,High,2025-10,terraced duplex
mixed-use land for sale,mixed-use land,"mowe ofada, ogun",7500000.0,,,,2025-10-03,05 Nov 2025,Ogun,,Low,2025-10,mixed-use land
mixed-use land for sale,mixed-use land,"guzape 2, guzape district, abuja",5000000000.0,,,,2025-11-11,11 Nov 2025,Abuja,,High,2025-11,mixed-use land
mixed-use land for sale,mixed-use land,"wuse 2, abuja",3500000000.0,,,,2025-11-11,11 Nov 2025,Abuja,,High,2025-11,mixed-use land
1 bedroom mini flat (room and parlour) for sale,mini flat (room and parlour),"iwaya, yaba, lagos",16000000.0,1.0,1.0,1.0,2025-10-27,03 Nov 2025,Lagos,16000000.0,Mid,2025-10,mini flat
mixed-use land for sale,mixed-use land,"wasa, apo, abuja",9000000000.0,,,,2025-11-11,11 Nov 2025,Abuja,,High,2025-11,mixed-use land
20 bedroom hotel / guest house for sale,hotel / guest house,"kubwa, abuja",700000000.0,20.0,30.0,30.0,2025-11-11,12 Nov 2025,Abuja,35000000.0,High,2025-11,hotel / guest house
5 bedroom detached duplex for sale,detached duplex,"asokoro district, abuja",750000000.0,5.0,5.0,6.0,2025-08-13,13 Sep 2025,Abuja,150000000.0,High,2025-08,detached duplex
4 bedroom detached duplex for sale,detached duplex,"oko-oba, agege, lagos",300000000.0,4.0,,4.0,2025-11-11,12 Nov 2025,Lagos,75000000.0,High,2025-11,detached duplex
commercial land for sale,commercial land,"wumba, abuja",4600000000.0,,,,2025-09-19,11 Nov 2025,Abuja,,High,2025-09,commercial land
residential land for sale,residential land,"gwarinpa, abuja",250000000.0,,,,2025-10-04,04 Oct 2025,Abuja,,High,2025-10,land
shop for sale,shop,"wuse 2, abuja",180000000.0,,,1.0,2025-10-06,27 Oct 2025,Abuja,,High,2025-10,shop
plaza / complex / mall for sale,plaza / complex / mall,"gwarinpa, abuja",9000000000.0,,50.0,50.0,2025-11-11,12 Nov 2025,Abuja,,High,2025-11,plaza / complex / mall
4 bedroom terraced duplex for sale,terraced duplex,"surulere, lagos",200000000.0,4.0,,4.0,2025-11-11,12 Nov 2025,Lagos,50000000.0,High,2025-11,terraced duplex
20 bedroom restaurant / bar for sale,restaurant / bar,"wuye, abuja",170000000.0,20.0,,20.0,2025-11-11,12 Nov 2025,Abuja,8500000.0,High,2025-11,house
3 bedroom detached bungalow for sale,detached bungalow,"rumuekini, port harcourt, rivers",55000000.0,3.0,,4.0,2025-11-11,12 Nov 2025,Port Harcourt,18333333.333333332,High,2025-11,bungalow
for sale: newly built 3 bedroom apartment,flat & apartment,omole phase 1 ojodu lagos,200000000.0,3.0,3.0,4.0,2025-09-18,10 Nov 2025,Lagos,66666666.666666664,High,2025-09,flat/apartment
for sale: modern 3 bedroom apartments for sale in kolapo ishola gra,house,kolapo ishola gra ibadan oyo,130000000.0,,,,2025-11-12,12 Nov 2025,Oyo,,High,2025-11,house
for sale: luxury 4 bedroom terrace duplex with bq,house,aso drive maitama abuja phase 1,650000000.0,4.0,4.0,5.0,2025-11-12,12 Nov 2025,Abuja,162500000.0,High,2025-11,house
for sale: two bedrooms terrace duplex with bq available,house,"wisdom court estate, opposite lekki gardens phase 2, abraham adesanya abraham adesanya ajah lagos",102000000.0,2.0,3.0,3.0,2025-09-04,12 Nov 2025,Lagos,51000000.0,High,2025-09,house
for sale: three bedrooms terraced duplex with bq available,house,"wisdom court estate, opposite lekki gardens phase 2,abraham adesanya abraham adesanya ajah lagos",109000000.0,3.0,4.0,4.0,2025-09-04,12 Nov 2025,Lagos,36333333.333333336,High,2025-09,house
for sale: a shopping mall available,commercial property,ologunfe road awoyaya ajah lagos,450000000.0,,1.0,1.0,2025-09-10,12 Nov 2025,Lagos,,High,2025-09,commercial property
"for sale: 13 rooms ensuite, 5 bedrooms duplex with a pent house",house,"off harris drive, vgc lekki scheme 2 ajah lagos",800000000.0,10.0,10.0,10.0,2025-09-25,12 Nov 2025,Lagos,80000000.0,High,2025-09,house
for sale: 4 units of 3bedrooms block of flats available,flat & apartment,ologunfe road awoyaya ajah lagos,190000000.0,3.0,5.0,4.0,2025-09-30,12 Nov 2025,Lagos,63333333.333333336,High,2025-09,flat/apartment
for sale: a plot of land consisting of a 2no 2bedroom 80% completed,house,ilogbo ado odo/ota ogun,7000000.0,2.0,2.0,2.0,2024-05-02,12 Nov 2025,Ogun,3500000.0,Low,2024-05,house
for sale: beautiful 5bedroom fully detached house with pool,house,lekki phase 1 lagos,1200000000.0,5.0,5.0,6.0,2025-11-12,12 Nov 2025,Lagos,240000000.0,High,2025-11,house
"for sale: 100ft × 100ft land with easy access road available for sale at idogbo bypass express road, ikpoba okha l.g.a",land,benin edo,8500000.0,,,,2025-11-04,12 Nov 2025,Benin,,Low,2025-11,land
"for sale: 50ft × 100ft land with easy access road available for sale at idogbo bypass express road, ikpoba okha l.g.a",land,benin edo,6000000.0,,,,2025-11-04,12 Nov 2025,Benin,,Low,2025-11,land
"for sale: brand new 2 bedroom terrace duplex available for sale at ajah, lekki",house,ajah lagos,57750000.0,2.0,,,2025-11-04,12 Nov 2025,Lagos,28875000.0,High,2025-11,house
"for sale: 900sqm land available for sale at benin, edo",land,igue uwangue community benin edo,2500000.0,,,,2025-11-05,12 Nov 2025,Benin,,Low,2025-11,land
for sale: 3600sqm land available for sale at benin edo,land,igue uwangue community benin edo,7500000.0,,,,2025-11-05,12 Nov 2025,Benin,,Low,2025-11,land
"for sale: 300sqm land available for sale at gwagwalada, abuja phase 4",land,gwagwalada abuja phase 4,3000000.0,,,,2025-11-05,12 Nov 2025,Abuja,,Low,2025-11,land
"for sale: 500sqm land available for sale at gwagwalada, abuja phase 4",land,gwagwalada abuja phase 4,5000000.0,,,,2025-11-05,12 Nov 2025,Abuja,,Low,2025-11,land
for sale: newly built 2 bedroom apartment for sale. upstairs floor:,flat & apartment,sangotedo ajah lagos,57750000.0,2.0,,,2025-11-07,12 Nov 2025,Lagos,28875000.0,High,2025-11,flat/apartment
for sale: luxury c of o land directly facing lagos calabar coastal road,land,victoria city palisade estate close to lekki scheme 2 okun ajah lagos,30000000.0,,,,2025-11-12,12 Nov 2025,Lagos,,Mid,2025-11,land
for sale: 300sqm @ the genesis court,land,abraham adesanya genesis court general paint by lbs abraham adesanya ajah lagos,75000000.0,,,,2025-11-10,12 Nov 2025,Lagos,,High,2025-11,land
"for sale: 21 flat residential estate for sale in agip extension b, port harcourt",flat & apartment,"13/14 echem street, federal housing estate, agip extension b, port harcourt, rivers state obio akpor port harcourt rivers",250000000.0,,,,2025-10-19,12 Nov 2025,Port Harcourt,,High,2025-10,flat/apartment
for sale: newly built 4bedroom semi detached house with bq,house,lekki phase 1 lagos,650000000.0,4.0,4.0,5.0,2025-11-12,12 Nov 2025,Lagos,162500000.0,High,2025-11,house
for sale: 3 bedroom semi detached duplex,house,idera scheme eleko ibeju lekki eleko ibeju lekki lagos,91000000.0,3.0,3.0,4.0,2025-11-09,12 Nov 2025,Lagos,30333333.333333332,High,2025-11,house
for sale: zylus court extension,house,"inside richland garden off epe lekki epe expressway, bogije ibeju lekki lagos oribanwa ibeju lekki lagos",100000000.0,3.0,,,2025-11-11,12 Nov 2025,Lagos,33333333.333333332,High,2025-11,house
for sale: joint venture at lekki right off nike art gallery,land,alma beach estate ikate elegushi lekki lagos,800000000.0,,,,2025-11-11,12 Nov 2025,Lagos,,High,2025-11,land
for sale: hotel and office for sale,house,wuse zone 7 wuse abuja phase 1,7000000000.0,,10.0,10.0,2025-11-11,12 Nov 2025,Abuja,,High,2025-11,house
for sale: 4bedroom semi detached duplex,house,ologolo lekki phase 1 lagos,155000000.0,4.0,4.0,5.0,2025-08-28,12 Nov 2025,Lagos,38750000.0,High,2025-08,house
for sale: 4 bedroom semi detached duplex,house,ikota lekki lagos,140000000.0,4.0,4.0,5.0,2025-08-27,12 Nov 2025,Lagos,35000000.0,High,2025-08,house
for sale: luxury 5 bedroom fully detached duplex,house,orchid lekki phase 1 lagos,220000000.0,5.0,5.0,6.0,2025-08-27,12 Nov 2025,Lagos,44000000.0,High,2025-08,house
for sale: 2 bedroom apartment,house,agungi lekki lagos,75000000.0,2.0,2.0,3.0,2025-08-28,12 Nov 2025,Lagos,37500000.0,High,2025-08,house
for sale: tastefully furnished 4 units of 5 bedroom detached duplex with elevator + swimming pool,house,utako abuja phase 2,4300000000.0,10.0,10.0,10.0,2025-09-04,10 Nov 2025,Abuja,430000000.0,High,2025-09,house
for sale: 5 bedroom and 4 bedroom semi detached duplex,house,ologolo lekki lekki phase 2 lagos,245000000.0,5.0,5.0,6.0,2025-08-28,12 Nov 2025,Lagos,49000000.0,High,2025-08,house
for sale: 5 bedroom fully detached duplex with a bq,house,chevron toll gate lekki lekki phase 2 lagos,460000000.0,5.0,5.0,6.0,2025-08-28,12 Nov 2025,Lagos,92000000.0,High,2025-08,house
for sale: magnificent 5 bedroom detached duplex with a pool,house,sangotedo ajah lagos,230000000.0,5.0,5.0,6.0,2025-08-28,12 Nov 2025,Lagos,46000000.0,High,2025-08,house
for sale: solid beautiful 3 nos of 2 bedroom flats and miniflats,flat & apartment,command iyana ipaja lagos,260000000.0,3.0,3.0,3.0,2025-09-03,12 Nov 2025,Lagos,86666666.66666667,High,2025-09,flat/apartment
for sale: contemporary 5 bedroom fully detached duplex,house,osapa london lekki lagos,1300000000.0,5.0,5.0,5.0,2025-09-03,12 Nov 2025,Lagos,260000000.0,High,2025-09,house
for sale: open plan 5 storey commercial plaza,commercial property,opebi ikeja lagos,2800000000.0,,,10.0,2025-09-04,12 Nov 2025,Lagos,,High,2025-09,commercial property
for sale: a solid blocks of 6 flats available,flat & apartment,new oko oba abule egba lagos,250000000.0,3.0,,,2025-09-04,12 Nov 2025,Lagos,83333333.33333333,High,2025-09,flat/apartment
for sale: fully detached 6 bedroom duplex,house,pinnock beach estate lekki phase 1 lagos,1900000000.0,6.0,6.0,6.0,2025-09-15,12 Nov 2025,Lagos,316666666.6666667,High,2025-09,house
for sale: luxuriously furnished 9 units of 2 bedroom apartment,flat & apartment,mowe ogun area,350000000.0,2.0,2.0,2.0,2025-09-08,12 Nov 2025,Ogun,175000000.0,High,2025-09,flat/apartment
for sale: newly built magnificent 5 bedroom semi detached duplex,house,ikate elegushi lekki lagos,950000000.0,5.0,5.0,5.0,2025-09-08,12 Nov 2025,Lagos,190000000.0,High,2025-09,house
for sale: 1bed $ 2 bedroom apartments,house,lekki phase 1 lagos,250000000.0,2.0,2.0,3.0,2025-09-10,12 Nov 2025,Lagos,125000000.0,High,2025-09,house
for sale: meralda heights,flat & apartment,freedom way via ikate lekki lekki lagos,150000000.0,2.0,2.0,,2025-09-22,10 Nov 2025,Lagos,75000000.0,High,2025-09,flat/apartment
for sale: luxury mansion of 7 bedrooms,house,katampe ext. abuja phase 2,3500000000.0,7.0,7.0,7.0,2025-09-05,12 Nov 2025,Abuja,500000000.0,High,2025-09,house
for sale: elegantly built 5 bedroom terrace duplex,house,ikeja gra lagos,500000000.0,5.0,5.0,5.0,2025-09-04,12 Nov 2025,Lagos,100000000.0,High,2025-09,house
for sale: lovely 3 bedroom terrace duplex for sale,house,kayfarm estate aguda ogba lagos,140000000.0,3.0,3.0,3.0,2025-10-11,12 Nov 2025,Lagos,46666666.666666664,High,2025-10,house
for sale: 6 bedroom fully detached duplex with penthouse,house,gwarinpa extension gwarimpa abuja phase 3,550000000.0,6.0,6.0,6.0,2025-09-04,12 Nov 2025,Abuja,91666666.66666667,High,2025-09,house
for sale: distress standard 4 bedroom duplex,house,irepodun orile agege lagos,90000000.0,4.0,4.0,4.0,2025-09-12,12 Nov 2025,Lagos,22500000.0,High,2025-09,house
for sale: luxurious 5 bedroom semi detached duplex,house,ikate lekki phase 1 lagos,400000000.0,5.0,5.0,6.0,2025-10-22,12 Nov 2025,Lagos,80000000.0,High,2025-10,house
for sale: luxury 4bedroom fully detached,house,ogombo ajah lagos,120000000.0,4.0,4.0,5.0,2025-08-28,12 Nov 2025,Lagos,30000000.0,High,2025-08,house
for sale: tastefully finished 3 bedroom flats selling,flat & apartment,ikoyi club road ikoyi lagos,480000000.0,3.0,3.0,3.0,2025-09-17,12 Nov 2025,Lagos,160000000.0,High,2025-09,flat/apartment
for sale: 7 star tastefully finished 5 bedroom detached duplex,house,ikoyi lagos,5000000000.0,5.0,5.0,5.0,2025-09-03,12 Nov 2025,Lagos,1000000000.0,High,2025-09,house
for sale: beautiful blocks of 10 flats for sale,flat & apartment,hilton palace berger ojodu lagos,130000000.0,4.0,4.0,4.0,2025-09-03,12 Nov 2025,Lagos,32500000.0,High,2025-09,flat/apartment
for sale: 2 nos of 4 bedroom semi detached duplex,house,alausa ikeja lagos,450000000.0,4.0,4.0,4.0,2025-09-02,12 Nov 2025,Lagos,112500000.0,High,2025-09,house
for sale: 2 bedroom fully furnished flat,flat & apartment,shonibare estate maryland lagos,260000000.0,2.0,2.0,2.0,2025-09-02,12 Nov 2025,Lagos,130000000.0,High,2025-09,flat/apartment
for sale: exquisitely finished 4 bedroom detached duplex,house,opebi ikeja lagos,340000000.0,4.0,4.0,4.0,2025-10-30,12 Nov 2025,Lagos,85000000.0,High,2025-10,house
for sale: 5 bedroom fully detached duplex,house,ajah lekki lagos lekki phase 2 lagos,250000000.0,5.0,5.0,6.0,2025-08-28,12 Nov 2025,Lagos,50000000.0,High,2025-08,house
for sale: modern and 24 rooms modern hotel,commercial property,unity estate egbeda egbe/idimu lagos,500000000.0,10.0,10.0,10.0,2025-08-29,12 Nov 2025,Lagos,50000000.0,High,2025-08,commercial property
for sale: newly built 3 bedroom apartment with elevator.,flat & apartment,chevron drive lekki lagos,155000000.0,3.0,3.0,,2025-08-31,10 Nov 2025,Lagos,51666666.666666664,High,2025-08,flat/apartment
for sale: commercial property for sale at ogba,commercial property,ogba industrial lagos,1200000000.0,,5.0,10.0,2025-08-29,12 Nov 2025,Lagos,,High,2025-08,commercial property
